Media ID;AOI ID;User ID;User Gender;Time to 1st View (sec);Time Viewed (sec);Time Viewed (%);Fixations (#);Revisits (#);Group
1;30;7;Male;0.0;1.888;1.573;8;4;Control
1;30;8;Female;0.25;512.0;427.0;5;3;Control
1;30;9;Female;563.0;912.0;0.76;3;2;Control
1;30;10;Male;6.961;0.0;0.0;0;0;Control
1;30;11;Male;7.438;144.0;0.12;2;1;Control
1;30;12;Male;11.188;0.16;133.0;1;1;Control
1;30;14;Male;6.961;0.0;0.0;0;0;Control
1;30;15;Female;1.625;784.0;653.0;3;1;Control
1;30;16;Male;8.375;688.0;573.0;3;1;Control
1;30;17;Male;5.0;384.0;0.32;2;1;Control
1;30;18;Female;7.75;352.0;293.0;3;0;Control
1;30;21;Female;6.961;0.0;0.0;0;0;Control
1;30;22;Female;0.75;576.0;0.48;3;2;Control
1;31;4;Female;3.581;96.0;0.08;3;2;Control
1;31;5;Male;8.329;336.0;0.28;2;1;Control
1;31;7;Male;17.0;608.0;507.0;4;3;Control
1;31;8;Female;4.688;0.32;267.0;3;2;Control
1;31;9;Female;6.961;0.0;0.0;0;0;Control
1;31;10;Male;6.961;0.0;0.0;0;0;Control
1;31;11;Male;7.75;192.0;0.16;2;1;Control
1;31;12;Male;6.188;0.24;0.2;2;2;Control
1;31;14;Male;6.961;0.0;0.0;0;0;Control
1;31;15;Female;1.125;304.0;253.0;1;0;Control
1;31;16;Male;6.961;0.0;0.0;0;0;Control
1;31;17;Male;6.375;32.0;27.0;2;1;Control
1;31;18;Female;6.961;0.0;0.0;0;0;Control
1;31;21;Female;6.961;0.0;0.0;0;0;Control
1;31;22;Female;10.125;64.0;53.0;1;1;Control
1;32;4;Female;6.961;0.0;0.0;0;0;Control
1;32;5;Male;6.961;0.0;0.0;0;0;Control
1;32;7;Male;6.961;0.0;0.0;0;0;Control
1;32;8;Female;6.961;0.0;0.0;0;0;Control
1;32;9;Female;6.961;0.0;0.0;0;0;Control
1;32;10;Male;6.961;0.0;0.0;0;0;Control
1;32;11;Male;6.961;0.0;0.0;0;0;Control
1;32;12;Male;6.188;16.0;13.0;1;0;Control
1;32;14;Male;6.961;0.0;0.0;0;0;Control
1;32;15;Female;6.961;0.0;0.0;0;0;Control
1;32;16;Male;6.961;0.0;0.0;0;0;Control
1;32;17;Male;6.961;0.0;0.0;0;0;Control
1;32;18;Female;6.961;0.0;0.0;0;0;Control
1;32;21;Female;6.961;0.0;0.0;0;0;Control
1;32;22;Female;6.961;0.0;0.0;0;0;Control
1;33;4;Female;13.044;624.0;0.52;4;3;Control
1;33;5;Male;15.738;2.704;2.253;7;0;Control
1;33;7;Male;5.849;224.0;187.0;1;0;Control
1;33;8;Female;4.875;1.184;987.0;3;0;Control
1;33;9;Female;4.875;304.0;253.0;1;0;Control
1;33;10;Male;6.961;0.0;0.0;0;0;Control
1;33;11;Male;7.813;1.504;1.253;4;2;Control
1;33;12;Male;5.813;912.0;0.76;5;2;Control
1;33;14;Male;5.25;912.0;0.76;5;2;Control
1;33;15;Female;3.875;192.0;0.16;1;0;Control
1;33;16;Male;9.375;4.112;3.427;15;7;Control
1;33;17;Male;6.375;272.0;227.0;2;0;Control
1;33;18;Female;9.0;416.0;347.0;2;1;Control
1;33;21;Female;4.125;272.0;227.0;1;0;Control
1;33;22;Female;6.961;0.0;0.0;0;0;Control
1;34;4;Female;14.26;0.4;333.0;1;0;Control
1;34;5;Male;8.739;2.304;1.92;7;2;Control
1;34;7;Male;115.0;704.0;587.0;5;2;Control
1;34;8;Female;6.25;1.728;1.44;6;2;Control
1;34;9;Female;4.188;592.0;493.0;2;0;Control
1;34;10;Male;6.961;0.0;0.0;0;0;Control
1;34;11;Male;8.0;1.808;1.507;4;2;Control
1;34;12;Male;6.961;0.0;0.0;0;0;Control
1;34;14;Male;5.875;352.0;293.0;4;1;Control
1;34;15;Female;3.5;256.0;213.0;2;1;Control
1;34;16;Male;15.25;736.0;613.0;7;8;Control
1;34;17;Male;6.75;0.8;667.0;3;0;Control
1;34;18;Female;9.5;272.0;227.0;2;1;Control
1;34;21;Female;4.5;1.008;0.84;3;0;Control
1;34;22;Female;6.961;0.0;0.0;0;0;Control
1;35;4;Female;14.77;368.0;307.0;1;0;Control
1;35;5;Male;14.572;4.0;3.333;13;2;Control
1;35;7;Male;6.604;784.0;653.0;4;1;Control
1;35;8;Female;7.938;5.328;4.44;16;4;Control
1;35;9;Female;5.25;496.0;413.0;1;0;Control
1;35;10;Male;6.961;0.0;0.0;0;0;Control
1;35;11;Male;9.563;1.44;1.2;4;2;Control
1;35;12;Male;6.438;368.0;307.0;4;3;Control
1;35;14;Male;6.0;304.0;253.0;2;1;Control
1;35;15;Female;3.625;112.0;93.0;2;0;Control
1;35;16;Male;19.75;1.76;1.467;14;13;Control
1;35;17;Male;6.961;0.0;0.0;0;0;Control
1;35;18;Female;10.75;16.0;13.0;1;0;Control
1;35;21;Female;3.625;576.0;0.48;2;1;Control
1;35;22;Female;10.0;384.0;0.32;3;1;Control
1;36;4;Female;15.246;0.56;467.0;1;0;Control
1;36;5;Male;13.438;3.376;2.813;9;2;Control
1;36;7;Male;7.344;1.296;1.08;6;0;Control
1;36;8;Female;12.375;3.008;2.507;11;4;Control
1;36;9;Female;5.875;0.16;133.0;1;0;Control
1;36;10;Male;6.961;0.0;0.0;0;0;Control
1;36;11;Male;10.0;1.504;1.253;4;2;Control
1;36;12;Male;6.813;1.088;907.0;7;4;Control
1;36;14;Male;6.375;608.0;507.0;3;1;Control
1;36;15;Female;6.961;0.0;0.0;0;0;Control
1;36;16;Male;25.75;736.0;613.0;6;2;Control
1;36;17;Male;5.375;256.0;213.0;1;0;Control
1;36;18;Female;10.75;144.0;0.12;1;0;Control
1;36;21;Female;6.961;0.0;0.0;0;0;Control
1;36;22;Female;9.75;272.0;227.0;1;0;Control
1;37;4;Female;6.961;0.0;0.0;0;0;Control
1;37;5;Male;6.961;0.0;0.0;0;0;Control
1;37;7;Male;6.961;0.0;0.0;0;0;Control
1;37;8;Female;6.961;0.0;0.0;0;0;Control
1;37;9;Female;6.961;0.0;0.0;0;0;Control
1;37;10;Male;6.961;0.0;0.0;0;0;Control
1;37;11;Male;6.961;0.0;0.0;0;0;Control
1;37;12;Male;6.961;0.0;0.0;0;0;Control
1;37;14;Male;6.961;0.0;0.0;0;0;Control
1;37;15;Female;6.961;0.0;0.0;0;0;Control
1;37;16;Male;6.961;0.0;0.0;0;0;Control
1;37;17;Male;6.961;0.0;0.0;0;0;Control
1;37;18;Female;6.961;0.0;0.0;0;0;Control
1;37;21;Female;6.961;0.0;0.0;0;0;Control
1;37;22;Female;6.961;0.0;0.0;0;0;Control
1;38;4;Female;16.001;0.08;67.0;1;0;Control
1;38;5;Male;28.306;1.648;1.373;7;5;Control
1;38;7;Male;6.961;0.0;0.0;0;0;Control
1;38;8;Female;19.688;608.0;507.0;3;2;Control
1;38;9;Female;6.961;0.0;0.0;0;0;Control
1;38;10;Male;6.961;0.0;0.0;0;0;Control
1;38;11;Male;15.0;416.0;347.0;5;4;Control
1;38;12;Male;7.5;2.496;2.08;14;12;Control
1;38;14;Male;7.0;48.0;0.04;1;0;Control
1;38;15;Female;6.961;0.0;0.0;0;0;Control
1;38;16;Male;10.75;1.936;1.613;27;35;Control
1;38;17;Male;6.961;0.0;0.0;0;0;Control
1;38;18;Female;10.375;736.0;613.0;3;5;Control
1;38;21;Female;6.961;0.0;0.0;0;0;Control
1;38;22;Female;6.961;0.0;0.0;0;0;Control
1;39;4;Female;6.961;0.0;0.0;0;0;Control
1;39;5;Male;28.7;1.824;1.52;7;6;Control
1;39;7;Male;6.961;0.0;0.0;0;0;Control
1;39;8;Female;6.961;0.0;0.0;0;0;Control
1;39;9;Female;6.961;0.0;0.0;0;0;Control
1;39;10;Male;6.961;0.0;0.0;0;0;Control
1;39;11;Male;15.375;464.0;387.0;3;2;Control
1;39;12;Male;7.188;1.152;0.96;7;6;Control
1;39;14;Male;6.961;0.0;0.0;0;0;Control
1;39;15;Female;6.961;0.0;0.0;0;0;Control
1;39;16;Male;11.625;832.0;693.0;16;23;Control
1;39;17;Male;6.961;0.0;0.0;0;0;Control
1;39;18;Female;11.25;128.0;107.0;3;2;Control
1;39;21;Female;6.961;0.0;0.0;0;0;Control
1;39;22;Female;6.961;0.0;0.0;0;0;Control
2;40;4;Female;1.175;832.0;693.0;4;3;Control
2;40;5;Male;1.149;0.4;333.0;1;0;Control
2;40;7;Male;1.019;0.4;333.0;1;0;Control
2;40;8;Female;6.961;0.0;0.0;0;0;Control
2;40;9;Female;6.961;0.0;0.0;0;0;Control
2;40;10;Male;6.961;0.0;0.0;0;0;Control
2;40;11;Male;6.961;0.0;0.0;0;0;Control
2;40;12;Male;6.961;0.0;0.0;0;0;Control
2;40;14;Male;6.961;0.0;0.0;0;0;Control
2;40;15;Female;6.961;0.0;0.0;0;0;Control
2;40;16;Male;6.961;0.0;0.0;0;0;Control
2;40;17;Male;1.875;96.0;0.08;1;0;Control
2;40;18;Female;1.0;0.08;67.0;1;0;Control
2;40;21;Female;6.961;0.0;0.0;0;0;Control
2;40;22;Female;6.961;0.0;0.0;0;0;Control
2;41;4;Female;567.0;0.4;333.0;4;4;Control
2;41;5;Male;8.0;464.0;387.0;1;0;Control
2;41;7;Male;1.609;0.08;67.0;1;0;Control
2;41;8;Female;6.961;0.0;0.0;0;0;Control
2;41;9;Female;12.625;16.0;13.0;1;0;Control
2;41;10;Male;2.438;48.0;0.04;1;0;Control
2;41;11;Male;1.063;16.0;13.0;1;0;Control
2;41;12;Male;1.125;96.0;0.08;1;0;Control
2;41;14;Male;6.961;0.0;0.0;0;0;Control
2;41;15;Female;6.961;0.0;0.0;0;0;Control
2;41;16;Male;13.875;16.0;13.0;1;0;Control
2;41;17;Male;2.75;48.0;0.04;1;0;Control
2;41;18;Female;1.0;48.0;0.04;1;0;Control
2;41;21;Female;6.375;64.0;53.0;1;0;Control
2;41;22;Female;2.75;32.0;27.0;1;0;Control
2;42;4;Female;1.241;272.0;227.0;3;2;Control
2;42;5;Male;7.951;128.0;107.0;2;1;Control
2;42;7;Male;3.68;64.0;53.0;1;0;Control
2;42;8;Female;3.375;32.0;27.0;1;0;Control
2;42;9;Female;6.961;0.0;0.0;0;0;Control
2;42;10;Male;6.813;64.0;53.0;1;0;Control
2;42;11;Male;4.563;0.24;0.2;1;0;Control
2;42;12;Male;10.313;48.0;0.04;1;0;Control
2;42;14;Male;6.961;0.0;0.0;0;0;Control
2;42;15;Female;5.25;48.0;0.04;1;0;Control
2;42;16;Male;6.961;0.0;0.0;0;0;Control
2;42;17;Male;2.75;272.0;227.0;1;1;Control
2;42;18;Female;6.961;0.0;0.0;0;0;Control
2;42;21;Female;4.875;32.0;27.0;1;0;Control
2;42;22;Female;6.961;0.0;0.0;0;0;Control
2;43;4;Female;1.405;576.0;0.48;3;2;Control
2;43;5;Male;9.035;112.0;93.0;1;0;Control
2;43;7;Male;6.961;0.0;0.0;0;0;Control
2;43;8;Female;2.5;16.0;13.0;1;0;Control
2;43;9;Female;2.188;48.0;0.04;2;1;Control
2;43;10;Male;688.0;0.56;467.0;2;3;Control
2;43;11;Male;4.813;384.0;0.32;1;0;Control
2;43;12;Male;0.0;384.0;0.32;3;2;Control
2;43;14;Male;6.961;0.0;0.0;0;0;Control
2;43;15;Female;6.961;0.0;0.0;0;0;Control
2;43;16;Male;625.0;352.0;293.0;2;1;Control
2;43;17;Male;10.0;64.0;53.0;1;0;Control
2;43;18;Female;6.961;0.0;0.0;0;0;Control
2;43;21;Female;4.875;368.0;307.0;2;0;Control
2;43;22;Female;6.961;0.0;0.0;0;0;Control
2;44;4;Female;4.97;48.0;0.04;1;0;Control
2;44;5;Male;9.199;384.0;0.32;1;0;Control
2;44;7;Male;6.961;0.0;0.0;0;0;Control
2;44;8;Female;18.5;272.0;227.0;1;0;Control
2;44;9;Female;2.25;496.0;413.0;2;2;Control
2;44;10;Male;1.125;0.24;0.2;2;1;Control
2;44;11;Male;6.961;0.0;0.0;0;0;Control
2;44;12;Male;6.961;0.0;0.0;0;0;Control
2;44;14;Male;10.125;64.0;53.0;1;0;Control
2;44;15;Female;6.961;0.0;0.0;0;0;Control
2;44;16;Male;1.0;624.0;0.52;6;6;Control
2;44;17;Male;3.5;16.0;13.0;1;0;Control
2;44;18;Female;6.961;0.0;0.0;0;0;Control
2;44;21;Female;6.961;0.0;0.0;0;0;Control
2;44;22;Female;6.961;0.0;0.0;0;0;Control
2;45;4;Female;4.264;16.0;13.0;1;0;Control
2;45;5;Male;6.961;0.0;0.0;0;0;Control
2;45;7;Male;6.961;0.0;0.0;0;0;Control
2;45;8;Female;6.961;0.0;0.0;0;0;Control
2;45;9;Female;2.313;224.0;187.0;2;1;Control
2;45;10;Male;1.438;0.24;0.2;2;1;Control
2;45;11;Male;3.188;432.0;0.36;2;2;Control
2;45;12;Male;6.961;0.0;0.0;0;0;Control
2;45;14;Male;10.125;256.0;213.0;2;1;Control
2;45;15;Female;6.961;0.0;0.0;0;0;Control
2;45;16;Male;1.0;176.0;147.0;3;2;Control
2;45;17;Male;6.961;0.0;0.0;0;0;Control
2;45;18;Female;2.375;96.0;0.08;1;0;Control
2;45;21;Female;6.961;0.0;0.0;0;0;Control
2;45;22;Female;6.961;0.0;0.0;0;0;Control
2;46;4;Female;0.0;5.392;4.493;23;10;Control
2;46;5;Male;49.0;7.344;6.12;25;7;Control
2;46;7;Male;492.0;6.256;5.213;24;10;Control
2;46;8;Female;0.0;3.904;3.253;14;3;Control
2;46;9;Female;625.0;2.672;2.227;13;4;Control
2;46;10;Male;0.0;2.16;1.8;11;5;Control
2;46;11;Male;0.0;4.272;3.56;18;5;Control
2;46;12;Male;125.0;1.968;1.64;11;6;Control
2;46;14;Male;0.75;1.776;1.48;7;3;Control
2;46;15;Female;375.0;1.44;1.2;8;1;Control
2;46;16;Male;0.0;8.848;7.373;34;8;Control
2;46;17;Male;625.0;1.744;1.453;10;7;Control
2;46;18;Female;875.0;3.04;2.533;16;4;Control
2;46;21;Female;0.0;2.368;1.973;11;4;Control
2;46;22;Female;0.0;12.528;10.44;51;11;Control
2;47;4;Female;11.607;128.0;107.0;2;1;Control
2;47;5;Male;10.58;1.504;1.253;8;7;Control
2;47;7;Male;6.933;144.0;0.12;2;3;Control
2;47;8;Female;4.438;1.664;1.387;8;8;Control
2;47;9;Female;4.75;384.0;0.32;2;1;Control
2;47;10;Male;3.125;304.0;253.0;2;1;Control
2;47;11;Male;7.875;1.024;853.0;6;6;Control
2;47;12;Male;8.438;672.0;0.56;5;5;Control
2;47;14;Male;0.5;272.0;227.0;3;2;Control
2;47;15;Female;5.0;64.0;53.0;1;0;Control
2;47;16;Male;15.5;16.0;13.0;1;0;Control
2;47;17;Male;0.0;208.0;173.0;2;3;Control
2;47;18;Female;0.5;0.08;67.0;3;3;Control
2;47;21;Female;1.0;224.0;187.0;3;2;Control
2;47;22;Female;125.0;1.12;933.0;9;11;Control
2;48;4;Female;12.264;2.816;2.347;10;2;Control
2;48;5;Male;10.481;5.328;4.44;20;6;Control
2;48;7;Male;181.0;496.0;413.0;3;2;Control
2;48;8;Female;6.25;3.84;3.2;15;10;Control
2;48;9;Female;0.0;752.0;627.0;6;3;Control
2;48;10;Male;4.063;1.344;1.12;5;1;Control
2;48;11;Male;7.938;1.36;1.133;7;6;Control
2;48;12;Male;4.625;1.984;1.653;9;6;Control
2;48;14;Male;0.0;1.088;907.0;4;3;Control
2;48;15;Female;2.25;1.504;1.253;8;1;Control
2;48;16;Male;7.125;2.864;2.387;10;1;Control
2;48;17;Male;0.0;1.296;1.08;4;4;Control
2;48;18;Female;375.0;0.56;467.0;6;5;Control
2;48;21;Female;1.375;0.64;533.0;3;1;Control
2;48;22;Female;1.125;2.896;2.413;13;6;Control
2;49;4;Female;15.599;464.0;387.0;2;0;Control
2;49;5;Male;20.617;0.32;267.0;2;1;Control
2;49;7;Male;6.961;0.0;0.0;0;0;Control
2;49;8;Female;9.75;432.0;0.36;1;0;Control
2;49;9;Female;6.961;0.0;0.0;0;0;Control
2;49;10;Male;6.961;0.0;0.0;0;0;Control
2;49;11;Male;12.063;352.0;293.0;1;0;Control
2;49;12;Male;5.438;496.0;413.0;2;1;Control
2;49;14;Male;6.961;0.0;0.0;0;0;Control
2;49;15;Female;6.961;0.0;0.0;0;0;Control
2;49;16;Male;6.961;0.0;0.0;0;0;Control
2;49;17;Male;8.875;16.0;13.0;1;0;Control
2;49;18;Female;6.961;0.0;0.0;0;0;Control
2;49;21;Female;2.125;0.32;267.0;1;1;Control
2;49;22;Female;3.875;336.0;0.28;1;1;Control
2;50;4;Female;6.961;0.0;0.0;0;0;Control
2;50;5;Male;20.814;2.16;1.8;7;4;Control
2;50;7;Male;6.961;0.0;0.0;0;0;Control
2;50;8;Female;9.75;16.0;13.0;1;0;Control
2;50;9;Female;6.961;0.0;0.0;0;0;Control
2;50;10;Male;6.961;0.0;0.0;0;0;Control
2;50;11;Male;12.438;304.0;253.0;2;0;Control
2;50;12;Male;6.961;0.0;0.0;0;0;Control
2;50;14;Male;6.961;0.0;0.0;0;0;Control
2;50;15;Female;6.961;0.0;0.0;0;0;Control
2;50;16;Male;9.625;368.0;307.0;1;0;Control
2;50;17;Male;8.625;272.0;227.0;1;0;Control
2;50;18;Female;8.125;0.32;267.0;3;2;Control
2;50;21;Female;6.961;0.0;0.0;0;0;Control
2;50;22;Female;6.961;0.0;0.0;0;0;Control
2;51;4;Female;6.961;0.0;0.0;0;0;Control
2;51;5;Male;24.116;112.0;93.0;2;1;Control
2;51;7;Male;6.961;0.0;0.0;0;0;Control
2;51;8;Female;16.625;208.0;173.0;1;1;Control
2;51;9;Female;6.961;0.0;0.0;0;0;Control
2;51;10;Male;6.961;0.0;0.0;0;0;Control
2;51;11;Male;11.875;0.24;0.2;2;1;Control
2;51;12;Male;6.125;0.08;67.0;1;0;Control
2;51;14;Male;6.961;0.0;0.0;0;0;Control
2;51;15;Female;6.961;0.0;0.0;0;0;Control
2;51;16;Male;6.961;0.0;0.0;0;0;Control
2;51;17;Male;6.961;0.0;0.0;0;0;Control
2;51;18;Female;6.961;0.0;0.0;0;0;Control
2;51;21;Female;2.25;64.0;53.0;1;1;Control
2;51;22;Female;6.961;0.0;0.0;0;0;Control
2;52;4;Female;6.961;0.0;0.0;0;0;Control
2;52;5;Male;23.542;1.952;1.627;7;3;Control
2;52;7;Male;6.961;0.0;0.0;0;0;Control
2;52;8;Female;15.75;208.0;173.0;1;0;Control
2;52;9;Female;6.961;0.0;0.0;0;0;Control
2;52;10;Male;6.961;0.0;0.0;0;0;Control
2;52;11;Male;11.875;768.0;0.64;3;2;Control
2;52;12;Male;4.5;464.0;387.0;4;2;Control
2;52;14;Male;6.961;0.0;0.0;0;0;Control
2;52;15;Female;6.961;0.0;0.0;0;0;Control
2;52;16;Male;10.0;288.0;0.24;1;0;Control
2;52;17;Male;6.961;0.0;0.0;0;0;Control
2;52;18;Female;7.875;304.0;253.0;4;3;Control
2;52;21;Female;6.961;0.0;0.0;0;0;Control
2;52;22;Female;6.961;0.0;0.0;0;0;Control
2;53;4;Female;6.961;0.0;0.0;0;0;Control
2;53;5;Male;26.844;272.0;227.0;1;1;Control
2;53;7;Male;6.961;0.0;0.0;0;0;Control
2;53;8;Female;17.375;0.08;67.0;1;0;Control
2;53;9;Female;5.625;96.0;0.08;2;1;Control
2;53;10;Male;6.961;0.0;0.0;0;0;Control
2;53;11;Male;6.961;0.0;0.0;0;0;Control
2;53;12;Male;6.961;0.0;0.0;0;0;Control
2;53;14;Male;6.961;0.0;0.0;0;0;Control
2;53;15;Female;6.961;0.0;0.0;0;0;Control
2;53;16;Male;6.961;0.0;0.0;0;0;Control
2;53;17;Male;6.961;0.0;0.0;0;0;Control
2;53;18;Female;6.961;0.0;0.0;0;0;Control
2;53;21;Female;6.961;0.0;0.0;0;0;Control
2;53;22;Female;6.961;0.0;0.0;0;0;Control
2;54;4;Female;6.961;0.0;0.0;0;0;Control
2;54;5;Male;26.269;2.56;2.133;4;2;Control
2;54;7;Male;6.961;0.0;0.0;0;0;Control
2;54;8;Female;6.961;0.0;0.0;0;0;Control
2;54;9;Female;5.625;16.0;13.0;1;0;Control
2;54;10;Male;6.961;0.0;0.0;0;0;Control
2;54;11;Male;11.75;704.0;587.0;2;1;Control
2;54;12;Male;6.688;224.0;187.0;1;0;Control
2;54;14;Male;6.961;0.0;0.0;0;0;Control
2;54;15;Female;6.961;0.0;0.0;0;0;Control
2;54;16;Male;9.125;0.4;333.0;1;0;Control
2;54;17;Male;6.961;0.0;0.0;0;0;Control
2;54;18;Female;7.875;0.08;67.0;2;1;Control
2;54;21;Female;6.961;0.0;0.0;0;0;Control
2;54;22;Female;6.961;0.0;0.0;0;0;Control
2;55;4;Female;6.961;0.0;0.0;0;0;Control
2;55;5;Male;29.456;368.0;307.0;1;0;Control
2;55;7;Male;65.0;48.0;0.04;1;0;Control
2;55;8;Female;6.961;0.0;0.0;0;0;Control
2;55;9;Female;5.75;32.0;27.0;1;0;Control
2;55;10;Male;6.961;0.0;0.0;0;0;Control
2;55;11;Male;14.375;64.0;53.0;1;0;Control
2;55;12;Male;6.961;0.0;0.0;0;0;Control
2;55;14;Male;6.961;0.0;0.0;0;0;Control
2;55;15;Female;6.961;0.0;0.0;0;0;Control
2;55;16;Male;6.961;0.0;0.0;0;0;Control
2;55;17;Male;6.961;0.0;0.0;0;0;Control
2;55;18;Female;6.961;0.0;0.0;0;0;Control
2;55;21;Female;6.961;0.0;0.0;0;0;Control
2;55;22;Female;6.961;0.0;0.0;0;0;Control
2;56;4;Female;15.451;48.0;0.04;1;0;Control
2;56;5;Male;29.883;2.048;1.707;5;4;Control
2;56;7;Male;0.0;64.0;53.0;1;0;Control
2;56;8;Female;12.875;0.72;0.6;1;1;Control
2;56;9;Female;5.75;336.0;0.28;2;1;Control
2;56;10;Male;6.961;0.0;0.0;0;0;Control
2;56;11;Male;14.5;544.0;453.0;1;0;Control
2;56;12;Male;3.313;928.0;773.0;4;3;Control
2;56;14;Male;6.961;0.0;0.0;0;0;Control
2;56;15;Female;3.0;208.0;173.0;1;0;Control
2;56;16;Male;10.5;288.0;0.24;2;1;Control
2;56;17;Male;5.0;592.0;493.0;2;0;Control
2;56;18;Female;9.0;128.0;107.0;3;2;Control
2;56;21;Female;6.961;0.0;0.0;0;0;Control
2;56;22;Female;6.961;0.0;0.0;0;0;Control
2;57;4;Female;6.961;0.0;0.0;0;0;Control
2;57;5;Male;31.854;592.0;493.0;2;0;Control
2;57;7;Male;7.54;32.0;27.0;2;0;Control
2;57;8;Female;13.75;1.008;0.84;3;1;Control
2;57;9;Female;6.125;448.0;373.0;1;0;Control
2;57;10;Male;6.961;0.0;0.0;0;0;Control
2;57;11;Male;10.563;1.12;933.0;4;2;Control
2;57;12;Male;7.75;496.0;413.0;2;0;Control
2;57;14;Male;6.961;0.0;0.0;0;0;Control
2;57;15;Female;0.25;64.0;53.0;1;0;Control
2;57;16;Male;10.875;384.0;0.32;2;0;Control
2;57;17;Male;5.75;368.0;307.0;3;1;Control
2;57;18;Female;10.875;32.0;27.0;1;0;Control
2;57;21;Female;6.961;0.0;0.0;0;0;Control
2;57;22;Female;6.961;0.0;0.0;0;0;Control
2;58;4;Female;15.32;128.0;107.0;1;0;Control
2;58;5;Male;32.512;0.88;733.0;3;1;Control
2;58;7;Male;7.294;0.24;0.2;1;0;Control
2;58;8;Female;15.313;288.0;0.24;1;0;Control
2;58;9;Female;5.875;256.0;213.0;1;0;Control
2;58;10;Male;6.961;0.0;0.0;0;0;Control
2;58;11;Male;11.438;0.56;467.0;2;1;Control
2;58;12;Male;2.813;464.0;387.0;1;0;Control
2;58;14;Male;6.961;0.0;0.0;0;0;Control
2;58;15;Female;0.0;224.0;187.0;2;0;Control
2;58;16;Male;6.961;0.0;0.0;0;0;Control
2;58;17;Male;6.125;976.0;813.0;2;0;Control
2;58;18;Female;6.961;0.0;0.0;0;0;Control
2;58;21;Female;6.961;0.0;0.0;0;0;Control
2;58;22;Female;6.961;0.0;0.0;0;0;Control
2;59;4;Female;6.961;0.0;0.0;0;0;Control
2;59;5;Male;35.223;48.0;0.04;1;2;Control
2;59;7;Male;6.961;0.0;0.0;0;0;Control
2;59;8;Female;6.961;0.0;0.0;0;0;Control
2;59;9;Female;6.961;0.0;0.0;0;0;Control
2;59;10;Male;6.961;0.0;0.0;0;0;Control
2;59;11;Male;6.961;0.0;0.0;0;0;Control
2;59;12;Male;12.188;288.0;0.24;1;0;Control
2;59;14;Male;6.961;0.0;0.0;0;0;Control
2;59;15;Female;6.961;0.0;0.0;0;0;Control
2;59;16;Male;6.961;0.0;0.0;0;0;Control
2;59;17;Male;8.5;48.0;0.04;1;0;Control
2;59;18;Female;9.5;304.0;253.0;1;0;Control
2;59;21;Female;6.961;0.0;0.0;0;0;Control
2;59;22;Female;6.961;0.0;0.0;0;0;Control
2;60;4;Female;6.961;0.0;0.0;0;0;Control
2;60;5;Male;35.189;272.0;227.0;2;2;Control
2;60;7;Male;6.961;0.0;0.0;0;0;Control
2;60;8;Female;6.961;0.0;0.0;0;0;Control
2;60;9;Female;6.961;0.0;0.0;0;0;Control
2;60;10;Male;6.961;0.0;0.0;0;0;Control
2;60;11;Male;6.961;0.0;0.0;0;0;Control
2;60;12;Male;4.5;16.0;13.0;1;0;Control
2;60;14;Male;6.961;0.0;0.0;0;0;Control
2;60;15;Female;6.961;0.0;0.0;0;0;Control
2;60;16;Male;6.961;0.0;0.0;0;0;Control
2;60;17;Male;8.25;48.0;0.04;1;0;Control
2;60;18;Female;6.961;0.0;0.0;0;0;Control
2;60;21;Female;6.961;0.0;0.0;0;0;Control
2;60;22;Female;6.961;0.0;0.0;0;0;Control
2;61;4;Female;6.961;0.0;0.0;0;0;Control
2;61;5;Male;35.058;96.0;0.08;2;1;Control
2;61;7;Male;6.961;0.0;0.0;0;0;Control
2;61;8;Female;6.961;0.0;0.0;0;0;Control
2;61;9;Female;6.961;0.0;0.0;0;0;Control
2;61;10;Male;6.961;0.0;0.0;0;0;Control
2;61;11;Male;6.961;0.0;0.0;0;0;Control
2;61;12;Male;4.375;128.0;107.0;2;2;Control
2;61;14;Male;6.961;0.0;0.0;0;0;Control
2;61;15;Female;6.961;0.0;0.0;0;0;Control
2;61;16;Male;6.961;0.0;0.0;0;0;Control
2;61;17;Male;6.961;0.0;0.0;0;0;Control
2;61;18;Female;6.961;0.0;0.0;0;0;Control
2;61;21;Female;6.961;0.0;0.0;0;0;Control
2;61;22;Female;6.961;0.0;0.0;0;0;Control
2;62;4;Female;6.961;0.0;0.0;0;0;Control
2;62;5;Male;6.961;0.0;0.0;0;0;Control
2;62;7;Male;6.961;0.0;0.0;0;0;Control
2;62;8;Female;6.961;0.0;0.0;0;0;Control
2;62;9;Female;6.961;0.0;0.0;0;0;Control
2;62;10;Male;6.961;0.0;0.0;0;0;Control
2;62;11;Male;6.961;0.0;0.0;0;0;Control
2;62;12;Male;12.875;0.08;67.0;1;0;Control
2;62;14;Male;6.961;0.0;0.0;0;0;Control
2;62;15;Female;6.961;0.0;0.0;0;0;Control
2;62;16;Male;6.961;0.0;0.0;0;0;Control
2;62;17;Male;6.961;0.0;0.0;0;0;Control
2;62;18;Female;6.961;0.0;0.0;0;0;Control
2;62;21;Female;6.961;0.0;0.0;0;0;Control
2;62;22;Female;6.961;0.0;0.0;0;0;Control
2;63;4;Female;6.961;0.0;0.0;0;0;Control
2;63;5;Male;6.961;0.0;0.0;0;0;Control
2;63;7;Male;6.961;0.0;0.0;0;0;Control
2;63;8;Female;6.961;0.0;0.0;0;0;Control
